OBJECTID,School Name,District,School Type,Agency Type,Grade Range,Lowest Grade,Highest Grade,School Style,Charter?,Virtual?,CESA,District ID,School Code,DPI Unique Join Code,NCES Code,NCES District Code,NCES School Code,Full Address,Physical Street Address,City,State,ZIP Code,County of District Office,Locale Code,Locale,School Website,Wisconsin Assembly District,Wisconsin Senate District,US Congressional District,County (Physical),Latitude,Longitude,x,y
1170,Marinette Intermediate,Marinette,Elementary School,Public school,02-04,02,04,Regular,No,No,8,3311,0140,S33110140,550870000999,5508700,00999,"826 Owena St  Marinette, WI 54143-1948",826 Owena St,Marinette,WI,54143-1948,Marinette,32,Town - Distant,https://www.marinette.k12.wi.us,36,12,8,Marinette,45.09551775,-87.64937591,704956.9576,516249.313899999
1171,Marinette Middle,Marinette,Middle School,Public school,05-08,05,08,Regular,No,No,8,3311,0070,S33110070,550870000996,5508700,00996,"1011 Water St  Marinette, WI 54143-2524",1011 Water St,Marinette,WI,54143-2524,Marinette,32,Town - Distant,https://www.marinettemiddleschool.com,36,12,8,Marinette,45.09335443,-87.61670616,707534.6317,516084.251800001
1172,Marinette Primary,Marinette,Elementary School,Public school,PK-01,K4,01,Regular,No,No,8,3311,0120,S33110120,550870000998,5508700,00998,"1520 Mott St  Marinette, WI 54143-3632",1520 Mott St,Marinette,WI,54143-3632,Marinette,32,Town - Distant,https://www.marinette.k12.wi.us,36,12,8,Marinette,45.08879739,-87.61154066,707956.0445,515590.0098
1173,Marion Elementary,Marion,Elementary School,Public school,PK-06,K4,06,Regular,No,No,8,3318,0080,S33180080,550873001004,5508730,01004,"1001 N Main St  Marion, WI 54950-8703",1001 N Main St,Marion,WI,54950-8703,Waupaca,42,Rural - Distant,https://www.marion.k12.wi.us,87,29,8,Waupaca,44.67722991,-88.89137875,607865.5575,467693.4771
1174,Marion High,Marion,High School,Public school,07-12,07,12,Regular,No,No,8,3318,0100,S33180100,550873001005,5508730,01005,"105 School St  Marion, WI 54950-9506",105 School St,Marion,WI,54950-9506,Waupaca,42,Rural - Distant,https://www.marion.k12.wi.us,87,29,8,Waupaca,44.67316712,-88.88673967,608239.402,467247.1897
1175,Markesan High,Markesan,High School,Public school,09-12,09,12,Regular,No,No,6,3325,0120,S33250120,550876001011,5508760,01011,"100 E Vista Blvd  Markesan, WI 53946-8530",100 E Vista Blvd,Markesan,WI,53946-8530,Green Lake,42,Rural - Distant,https://www.markesan.k12.wi.us,39,13,6,Green Lake,43.71183566,-88.9874229,601574.5534,360366.012800001
1176,Markesan Intermediate,Markesan,Elementary School,Public school,03-05,03,05,Regular,No,No,6,3325,0110,S33250110,550876002597,5508760,02597,"200 S Margaret St  Markesan, WI 53946",200 S Margaret St,Markesan,WI,53946,Green Lake,42,Rural - Distant,https://www.markesan.k12.wi.us,39,13,6,Green Lake,43.70497141,-88.99140497,601263.0247,359599.738399999
1177,Markesan Middle,Markesan,Middle School,Public school,06-08,06,08,Regular,No,No,6,3325,0025,S33250025,550876002414,5508760,02414,"100 E Vista Blvd  Markesan, WI 53946-8530",100 E Vista Blvd,Markesan,WI,53946-8530,Green Lake,42,Rural - Distant,https://www.markesan.k12.wi.us,39,13,6,Green Lake,43.71183566,-88.9874229,601574.5534,360366.012800001
1178,Markesan Primary,Markesan,Elementary School,Public school,PK-02,K4,02,Regular,No,No,6,3325,0100,S33250100,550876001010,5508760,01010,"200 S Margaret St  Markesan, WI 53946",200 S Margaret St,Markesan,WI,53946,Green Lake,42,Rural - Distant,https://www.markesan.k12.wi.us,39,13,6,Green Lake,43.70497141,-88.99140497,601263.0247,359599.738399999
1179,Marquette Elementary,Madison Metropolitan,Elementary School,Public school,03-05,03,05,Regular,No,No,2,3269,0525,S32690525,550852000948,5508520,00948,"1501 Jenifer St  Madison, WI 53703-3792",1501 Jenifer St,Madison,WI,53703-3792,Dane,11,City - Large,https://marquette.madison.k12.wi.us/,76,26,2,Dane,43.08628769,-89.35730339,572311.8531,290597.3925
1180,Marshall Early Learning Center,Marshall,Elementary School,Public school,PK-02,K4,02,Regular,No,No,2,3332,0080,S33320080,550879000569,5508790,00569,"369 School St  Marshall, WI 53559-9655",369 School St,Marshall,WI,53559-9655,Dane,42,Rural - Distant,https://www.marshallschools.org,46,16,2,Dane,43.16414626,-89.06885006,595694.3697,299464.010399999
1181,Marshall Elementary,Marshall,Elementary School,Public school,PK-06,03,06,Regular,No,No,2,3332,0020,S33320020,550879001012,5508790,01012,"617 Madison St  Marshall, WI 53559-9273",617 Madison St,Marshall,WI,53559-9273,Dane,42,Rural - Distant,https://www.marshallschools.org,46,16,2,Dane,43.1631451,-89.07371534,595300.0921,299348.4431
1182,Marshall High,Marshall,High School,Public school,09-12,09,12,Regular,No,No,2,3332,0040,S33320040,550879001013,5508790,01013,"623 Madison St  Marshall, WI 53559-9273",623 Madison St,Marshall,WI,53559-9273,Dane,42,Rural - Distant,https://www.marshallschools.org,46,16,2,Dane,43.16415438,-89.07583713,595126.3687,299458.6208
1183,Marshall High,Milwaukee,High School,Public school,09-12,09,12,Regular,No,No,1,3619,0008,S36190008,550960001215,5509600,01215,"4141 N 64th St  Milwaukee, WI 53216-1176",4141 N 64th St,Milwaukee,WI,53216-1176,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,17,6,4,Milwaukee,43.09308684,-87.99327405,683320.0703,293106.383099999
1184,Marshall Middle,Janesville,Middle School,Public school,06-08,06,08,Regular,No,No,2,2695,0240,S26950240,550702000768,5507020,00768,"25 S Pontiac Dr  Janesville, WI 53545-2277",25 S Pontiac Dr,Janesville,WI,53545-2277,Rock,13,City - Small,https://www.janesville.k12.wi.us/mar,44,15,1,Rock,42.69251543,-88.98604067,603057.4244,247168.4353
1185,Marshall Middle,Marshall,Middle School,Public school,07-08,07,08,Regular,No,No,2,3332,0060,S33320060,550879001014,5508790,01014,"401 School St  Marshall, WI 53559-9271",401 School St,Marshall,WI,53559-9271,Dane,42,Rural - Distant,https://www.marshallschools.org,46,16,2,Dane,43.16480545,-89.0713722,595488.529,299534.937899999
1186,Marshfield High,Marshfield Unified,High School,Public school,09-12,09,12,Regular,No,No,5,3339,0120,S33390120,550882001021,5508820,01021,"1401 E Becker Rd  Marshfield, WI 54449-3098",1401 E Becker Rd,Marshfield,WI,54449-3098,Wood,32,Town - Distant,https://www.marshfieldschools.org/domain/58,86,29,7,Wood,44.67103804,-90.15595887,507637.9224,466419.781400001
1187,Marshfield K4,Marshfield Unified,Elementary School,Public school,K4-K4,K4,K4,Regular,No,No,5,3339,0130,S33390130,550882002672,5508820,02672,"1010 E Fourth St  Marshfield, WI 54449-4538",1010 E Fourth St,Marshfield,WI,54449-4538,Wood,32,Town - Distant,https://www.marshfieldschools.org,86,29,7,Wood,44.65940778,-90.16344947,507041.5899,465129.0461
1188,Marshfield Middle,Marshfield Unified,Middle School,Public school,07-08,07,08,Regular,No,No,5,3339,0110,S33390110,550882001020,5508820,01020,"900 E 4th St  Marshfield, WI 54449-4546",900 E 4th St,Marshfield,WI,54449-4546,Wood,32,Town - Distant,https://www.marshfieldschools.org/domain/60,86,29,7,Wood,44.65822818,-90.16521535,506901.3235,464998.2983
1189,Martin Elementary,Green Bay Area Public,Elementary School,Public school,PK-05,K4,05,Regular,No,No,7,2289,0435,S22890435,550582000633,5505820,00633,"626 Pinehurst Dr  Green Bay, WI 54302-4299",626 Pinehurst Dr,Green Bay,WI,54302-4299,Brown,12,City - Midsize,https://www.gbaps.org,90,30,8,Brown,44.4896001,-87.96326191,681945.5365,448271.5425
1190,Maryland Montessori,Milwaukee,Elementary School,Public school,PK-08,K4,08,Regular,No,No,1,3619,0268,S36190268,550960001216,5509600,01216,"2418 N Maryland Ave  Milwaukee, WI 53211-4438",2418 N Maryland Ave,Milwaukee,WI,53211-4438,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,19,7,4,Milwaukee,43.062079,-87.88247835,692424.5599,289884.6293
1191,Mauston High,Mauston,High School,Public school,09-12,09,12,Regular,No,No,5,3360,0060,S33600060,550885001025,5508850,01025,"800 Grayside Ave  Mauston, WI 53948",800 Grayside Ave,Mauston,WI,53948,Juneau,43,Rural - Remote,https://www.maustonschools.org,70,24,3,Juneau,43.78782139,-90.08864926,512867.3448,368310.887700001
1192,Mauston Montessori Charter School,Mauston,Elementary School,Public school,K4-05,K4,05,Regular,Yes,No,5,3360,0110,S33600110,550885003030,5508850,03030,"512 Grayside Ave  Mauston, WI 53948",512 Grayside Ave,Mauston,WI,53948,Juneau,43,Rural - Remote,https://www.maustonschools.org,70,24,3,Juneau,43.78809037,-90.0842174,513223.959,368340.389599999
1193,Mayville Elementary,Mayville,Elementary School,Public school,KG-06,KG,06,Regular,No,No,6,3367,0060,S33670060,550888001029,5508880,01029,"445 N Henninger St  Mayville, WI 53050-2816",445 N Henninger St,Mayville,WI,53050-2816,Dodge,32,Town - Distant,https://www.mayvilleschools.com,37,13,6,Dodge,43.50258528,-88.55341715,636943.6992,337644.858200001
1194,Mayville Junior-Senior High,Mayville,High School,Public school,07-12,07,12,Regular,No,No,6,3367,0080,S33670080,550888001030,5508880,01030,"500 N Clark St  Mayville, WI 53050-2802",500 N Clark St,Mayville,WI,53050-2802,Dodge,32,Town - Distant,https://www.mayvilleschools.com,37,13,6,Dodge,43.50432398,-88.55504598,636808.668,337835.6711
1195,McAuliffe Elementary,Green Bay Area Public,Elementary School,Public school,PK-05,K4,05,Regular,No,No,7,2289,0437,S22890437,550582002431,5505820,02431,"2071 Emerald Dr  Green Bay, WI 54311-5013",2071 Emerald Dr,Green Bay,WI,54311-5013,Brown,22,Suburb - Midsize,https://www.gbaps.org,88,30,8,Brown,44.46297029,-87.93130532,684561.3543,445377.364700001
1196,McDill Elementary,Stevens Point Area Public,Elementary School,Public school,PK-06,KG,06,Regular,No,No,5,5607,0200,S56070200,551449001875,5514490,01875,"2516 School St  Stevens Point, WI 54481-6100",2516 School St,Stevens Point,WI,54481-6100,Portage,32,Town - Distant,https://www.pointschools.net,71,24,3,Portage,44.48930181,-89.5478866,555948.577,446320.245999999
1197,McFarland High,McFarland,High School,Public school,09-12,09,12,Regular,No,No,2,3381,0080,S33810080,550891001035,5508910,01035,"5103 Farwell St  McFarland, WI 53558-9216",5103 Farwell St,McFarland,WI,53558-9216,Dane,21,Suburb - Large,https://www.mcfarland.k12.wi.us,47,16,2,Dane,43.01176854,-89.29488966,577461.5146,282362.8706
1198,McKinley Academy,Manitowoc,Combined Elementary/Secondary School,Public school,01-12,01,12,Alternative,Yes,No,7,3290,0400,S32900400,550861002701,5508610,02701,"1002 E Cedar Ave  Manitowoc, WI 54220-1326",1002 E Cedar Ave,Manitowoc,WI,54220-1326,Manitowoc,32,Town - Distant,https://mckinley.manitowocpublicschools.org,25,9,6,Manitowoc,44.12138625,-87.63386492,709317.3168,408077.321799999
1199,McKinley Center,Stevens Point Area Public,Elementary School,Public school,PK-06,KG,06,Regular,No,No,5,5607,0100,S56070100,551449001914,5514490,01914,"2926 Blaine St  Stevens Point, WI 54481",2926 Blaine St,Stevens Point,WI,54481,Portage,32,Town - Distant,https://www.pointschools.net,71,24,3,Portage,44.50714397,-89.56628053,554475.5177,448294.1865
1200,McKinley Charter School,Eau Claire Area,High School,Public school,06-12,06,12,Alternative,Yes,No,10,1554,0580,S15540580,550405000705,5504050,00705,"1266 McKinley Rd  Eau Claire, WI 54703-2220",1266 McKinley Rd,Eau Claire,WI,54703-2220,Eau Claire,13,City - Small,https://www.ecasd.us/mckinley-charter-school/home,91,31,3,Eau Claire,44.82867591,-91.45898123,404667.7003,484954.08
1201,McKinley Elementary,Appleton Area,Elementary School,Public school,PK-05,K4,05,Regular,No,No,6,0147,0320,S01470320,550039000061,5500390,00061,"1125 E Taft Ave  Appleton, WI 54915-2561",1125 E Taft Ave,Appleton,WI,54915-2561,Calumet,13,City - Small,https://www.aasd.k12.wi.us,3,1,8,Calumet,44.23910872,-88.38742439,648766.9422,419695.0371
1203,McKinley Elementary,Wauwatosa,Elementary School,Public school,PK-05,K4,05,Regular,No,No,1,6244,0180,S62440180,551599002086,5515990,02086,"2435 N 89th St  Wauwatosa, WI 53226-1899",2435 N 89th St,Wauwatosa,WI,53226-1899,Milwaukee,21,Suburb - Large,https://mckinley.wauwatosa.k12.wi.us/o/mckinley,13,5,4,Milwaukee,43.06288214,-88.02441056,680864.9415,289691.8279
1204,McLane Elementary,West Bend,Elementary School,Public school,KG-04,KG,04,Regular,No,No,6,6307,0100,S63070100,551629002132,5516290,02132,"833 Chestnut St  West Bend, WI 53095-3299",833 Chestnut St,West Bend,WI,53095-3299,Washington,32,Town - Distant,https://www.west-bend.k12.wi.us,58,20,5,Washington,43.41883275,-88.18773302,666709.0143,328922.1818
1205,Mead Elementary,Wisconsin Rapids,Elementary School,Public school,K4-05,K4,05,Regular,No,No,5,6685,0170,S66850170,551707002781,5517070,02781,"241 17th Ave S  Wisconsin Rapids, WI 54495-2401",241 17th Ave S,Wisconsin Rapids,WI,54495-2401,Wood,32,Town - Distant,https://www.wrps.org,72,24,3,Wood,44.39401754,-89.84390883,532431.3549,435648.8629
1206,Meadow View Elementary,Oconomowoc Area,Elementary School,Public school,K4-04,K4,04,Regular,No,No,1,4060,0090,S40600090,551089001420,5510890,01420,"1500 Whalen Dr  Oconomowoc, WI 53066",1500 Whalen Dr,Oconomowoc,WI,53066,Waukesha,41,Rural - Fringe,https://www.oasd.org,99,33,5,Waukesha,43.13608063,-88.46601879,644756.9971,297068.516899999
1207,Meadow View Elementary,Sun Prairie Area,Elementary School,Public school,PK-05,K4,05,Regular,No,No,2,5656,0110,S56560110,551464003075,5514640,03075,"200 N Grand Ave  Sun Prairie, WI 53590",200 N Grand Ave,Sun Prairie,WI,53590,Dane,21,Suburb - Large,https://www.sunprairieschools.org,48,16,2,Dane,43.17939859,-89.26620141,579636.5178,300998.345699999
1208,Meadow View Primary,Waupun,Elementary School,Public school,PK-01,K4,01,Regular,No,No,6,6216,0160,S62160160,551587002044,5515870,02044,"506 Beaver Dam St  Waupun, WI 53963",506 Beaver Dam St,Waupun,WI,53963,Dodge,32,Town - Distant,https://www.waupun.k12.wi.us,37,13,6,Dodge,43.62729627,-88.74645258,621129.4381,351242.171700001
1209,Meadowbrook Elementary,Howard-Suamico,Elementary School,Public school,PK-04,K4,04,Regular,No,No,7,2604,0050,S26040050,550663000718,5506630,00718,"720 Hillcrest Hts  Green Bay, WI 54313-6918",720 Hillcrest Hts,Green Bay,WI,54313-6918,Brown,22,Suburb - Midsize,https://www.hssdschools.org,4,2,8,Brown,44.56129854,-88.09854573,671003.3366,455976.5776
1210,Meadowbrook Elementary,Waukesha,Elementary School,Public school,K4-05,K4,05,Regular,No,No,1,6174,0280,S61740280,551578002018,5515780,02018,"3130 Rolling Ridge Dr  Waukesha, WI 53188-1356",3130 Rolling Ridge Dr,Waukesha,WI,53188-1356,Waukesha,13,City - Small,https://www.waukesha.k12.wi.us,82,28,5,Waukesha,43.04539956,-88.28424976,659746.4287,287284.799699999
1211,Meadowview Elementary,Eau Claire Area,Elementary School,Public school,KG-05,KG,05,Regular,No,No,10,1554,0350,S15540350,550405002405,5504050,02405,"4714 Fairfax St  Eau Claire, WI 54701-8083",4714 Fairfax St,Eau Claire,WI,54701-8083,Eau Claire,13,City - Small,https://www.ecasd.us/meadowview-elementary/home,93,31,3,Eau Claire,44.76868969,-91.46941913,403722.1431,478305.457
1212,Meadowview Elementary,Oak Creek-Franklin Joint,Elementary School,Public school,PK-05,K4,05,Regular,No,No,1,4018,0080,S40180080,551083001410,5510830,01410,"10420 S McGraw Dr  Oak Creek, WI 53154-6412",10420 S McGraw Dr,Oak Creek,WI,53154-6412,Milwaukee,21,Suburb - Large,https://www.ocfsd.org,21,7,1,Milwaukee,42.85511239,-87.89705076,691813.0745,266870.525
1213,Medford Elementary,Medford Area Public,Elementary School,Public school,PK-04,K4,04,Regular,No,No,10,3409,0180,S34090180,550894002361,5508940,02361,"1065 W Broadway Ave  Medford, WI 54451-1311",1065 W Broadway Ave,Medford,WI,54451-1311,Taylor,41,Rural - Fringe,https://www.medford.k12.wi.us,69,23,7,Taylor,45.14407063,-90.36806175,491063.8953,519020.909
1214,Medford High,Medford Area Public,High School,Public school,09-12,09,12,Regular,No,No,10,3409,0220,S34090220,550894001043,5508940,01043,"1015 W Broadway Ave  Medford, WI 54451-1311",1015 W Broadway Ave,Medford,WI,54451-1311,Taylor,32,Town - Distant,https://www.medford.k12.wi.us,69,23,7,Taylor,45.14173558,-90.365074,491297.6131,518760.4419
1215,Medford Middle,Medford Area Public,Middle School,Public school,05-08,05,08,Regular,No,No,10,3409,0240,S34090240,550894001044,5508940,01044,"509 E Clark St  Medford, WI 54451-1567",509 E Clark St,Medford,WI,54451-1567,Taylor,32,Town - Distant,https://www.medford.k12.wi.us,69,23,7,Taylor,45.13991485,-90.33776989,493443.437,518548.8441
1216,Mellen Public School,Mellen,Combined Elementary/Secondary School,Public school,PK-12,K4,12,Regular,No,No,12,3427,0800,S34270800,550897002941,5508970,02941,"420 S Main St  Mellen, WI 54546",420 S Main St,Mellen,WI,54546,Ashland,43,Rural - Remote,https://www.mellendiggers.org,74,25,7,Ashland,46.32336884,-90.65966307,469219.1891,650188.438999999
1217,Melrose-Mindoro Elementary,Melrose-Mindoro,Elementary School,Public school,PK-06,K4,06,Regular,No,No,4,3428,0020,S34280020,550900001050,5509000,01050,"N181 State Hwy 108  Melrose, WI 54642",N181 State Hwy 108,Melrose,WI,54642,Jackson,42,Rural - Distant,https://www.mel-min.k12.wi.us,70,24,3,Jackson,44.07451941,-91.02089469,438253.043,400656.217499999
1218,Melrose-Mindoro Junior/Senior High,Melrose-Mindoro,High School,Public school,07-12,07,12,Regular,No,No,4,3428,0040,S34280040,550900001051,5509000,01051,"N181 State Road 108  Melrose, WI 54642-8280",N181 State Road 108,Melrose,WI,54642-8280,Jackson,42,Rural - Distant,https://www.mel-min.k12.wi.us,70,24,3,Jackson,44.07451941,-91.02089469,438253.043,400656.217499999
1219,Memorial High,Beloit,High School,Public school,09-12,09,12,Regular,No,No,2,0413,0200,S04130200,550105000146,5501050,00146,"1225 4th St  Beloit, WI 53511-4497",1225 4th St,Beloit,WI,53511-4497,Rock,13,City - Small,https://www.sdb.k12.wi.us/memorial,45,15,1,Rock,42.5141048,-89.03724334,599088.5386,227308.3124
1220,Memorial High,Eau Claire Area,High School,Public school,09-12,09,12,Regular,No,No,10,1554,0340,S15540340,550405000429,5504050,00429,"2220 Fairfax St  Eau Claire, WI 54701-4799",2220 Fairfax St,Eau Claire,WI,54701-4799,Eau Claire,13,City - Small,https://www.ecasd.us/memorial-high-school/home,91,31,3,Eau Claire,44.79595655,-91.47219381,403557.4113,481338.3232
1221,Menasha High,Menasha Joint,High School,Public school,09-12,09,12,Regular,No,No,6,3430,0100,S34300100,550903001059,5509030,01059,"420 7th St  Menasha, WI 54952-2299",420 7th St,Menasha,WI,54952-2299,Winnebago,22,Suburb - Midsize,https://www.mjsd.k12.wi.us,53,18,6,Winnebago,44.21139219,-88.44749222,644028.586,416524.0176
1222,Mendota Elementary,Madison Metropolitan,Elementary School,Public school,K4-05,K4,05,Regular,No,No,2,3269,0555,S32690555,550852000950,5508520,00950,"4002 School Rd  Madison, WI 53704-1999",4002 School Rd,Madison,WI,53704-1999,Dane,11,City - Large,https://mendota.madison.k12.wi.us/,76,26,2,Dane,43.13667014,-89.3835633,570133.299,296176.3649
1223,Menominee Indian High,Menominee Indian,High School,Public school,09-12,09,12,Regular,No,No,8,3434,0040,S34340040,550907001070,5509070,01070,"N500 STH 47-55  Keshena, WI 54135",N500 STH 47-55,Keshena,WI,54135,Menominee,42,Rural - Distant,https://www.misd.k12.wi.us,6,2,8,Menominee,44.87109131,-88.63142631,628106.1958,489541.4311
1224,Menominee Indian Middle,Menominee Indian,Middle School,Public school,06-08,06,08,Regular,No,No,8,3434,0060,S34340060,550907001071,5509070,01071,"N3455 STH 47  Neopit, WI 54150",N3455 STH 47,Neopit,WI,54150,Menominee,43,Rural - Remote,https://www.misd.k12.wi.us,6,2,8,Menominee,44.97889446,-88.82260742,612830.6221,501280.088099999
1225,Menomonee Falls High,Menomonee Falls,High School,Public school,09-12,09,12,Regular,No,No,1,3437,0110,S34370110,550906002338,5509060,02338,"N80W14350 Titan Dr  Menomonee Falls, WI 53051-3999",N80W14350 Titan Dr,Menomonee Falls,WI,53051-3999,Waukesha,21,Suburb - Large,https://www.fallsschools.org,24,8,5,Waukesha,43.16482601,-88.08876299,675366.6226,300891.764900001
1226,Menomonie High,Menomonie Area,High School,Public school,09-12,09,12,Regular,No,No,11,3444,0180,S34440180,550909001079,5509090,01079,"1715 5th St W  Menomonie, WI 54751-3199",1715 5th St W,Menomonie,WI,54751-3199,Dunn,32,Town - Distant,https://www.sdmaonline.com,92,31,3,Dunn,44.86731775,-91.93724963,366962.9375,490036.789899999
